39,,dough,ea36,"Matthew,Mark",1,"soft: mouth,said,speak: grain,wheat",
12,,dove,e25e,"Matthew,Mark",1,"bird: rest,sleep,lie_down: love,compassion",
51,,down,e319,"Matthew,Mark",1,,
25,,dream,ea80,"Matthew,Mark",1,"eye: rest,sleep,lie_down",vision
41,,drink,e274,"Matthew,Mark",1,,cup
41,,drunk,ea8d,"Matthew,Mark",1,"cup,drink: no,not: good",
18,,dry,e188,"Matthew,Mark",1,"no: wet,water",
20,,dust,e15d,"Matthew,Mark",1,"small,few: part: land,ground,earth",
53,,dwell,e17b,"Matthew,Mark",1,"house: life,alive,live: good: heart",abide
53,,ear,e299,"Matthew,Mark",1,,hear
8,,earn,e0f5,"Matthew,Mark",1,"money,wealth,wealthy: work,do",deserve
13,,earth,e153,"Matthew,Mark",1,,space:ground:land:place
13,,earthquake,e159,"Matthew,Mark",1,"land,ground,earth: shake",
51,,east,ea38,"Matthew,Mark",1,direction,
8,,easy,e092,"Matthew,Mark",1,"happy,joy: work,do",
5,,eat,e053,"Matthew,Mark",1,"mouth,said,speak: thing",meal:food
,,Egypt,ea44,"Matthew, Mark",2,"slave: land,ground,earth: thing: person",
52,,eight,e293,"Matthew,Mark",1,,
,,Eleazar,ea70,"Matthew, Mark",2,"man: king,crown,ruler,lord: help: straight: people",
,,Eliakim,ea6b,"Matthew, Mark",2,"man: up: money,wealth,wealthy",
,,Elijah,e36a,"Matthew, Mark",2,"man: heat,fire,hot",
,,Eliud,ea6f,"Matthew, Mark",2,"man: amazing,amazing: person: mouth,said,speak: good: praise,worship,exalt",
41,,empty,e277,"Matthew,Mark",1,"cup,drink: no,not",
36,,encourage,e262,"Matthew,Mark",1,"free,freedom: heart",
24,,end,e232,"Matthew,Mark",1,,finish
16,,endure,e170,"Matthew,Mark",1,"time: here: very: land,ground,earth",
12,,enemy,e025,"Matthew,Mark",1,"person: friend: love,compassion: no,not",
2,,enmity,e01b,"Matthew,Mark",1,"love,compassion: no,not",hate
51,,enter,e242,"Matthew,Mark",1,"door: to,forward",
2,,envy,e022,"Matthew,Mark",1,"love,compassion: heart: you: thing",covet
30,,equal,e24b,"Matthew,Mark",1,,same
16,,eternal,e252,"Matthew,Mark",1,"all,whole: time,when",eternity:always
16,,eternity,e252,"Matthew,Mark",1,"all,whole: time,when",always:eternal
5,,evangelist,e13f,"Matthew,Mark",1,"person: mouth,said,speak: gospel,good_news: book,learn,read: good",
40,,evening,e273,"Matthew,Mark",1,"moon,night: straight",
32,,everyone,e140,"Matthew,Mark",1,"person: all,whole",
32,,everything,e114,"Matthew,Mark",1,"thing: all,whole",
32,,everywhere,e155,"Matthew,Mark",1,"land,ground,earth: all,whole",
5,,explain,e059,"Matthew,Mark",1,"mouth,said,speak: understand,understanding: know,knowledge: very",explanation
5,,explanation,e059,"Matthew,Mark",1,"mouth,said,speak: understand,understanding: know,knowledge: very",explain
25,,eye,e238,"Matthew,Mark",1,,see
35,,fabric,e253,"Matthew,Mark",1,,clothing
21,,face,e203,"Matthew,Mark",1,,
6,,faith,e06f,"Matthew,Mark",1,"know,knowledge: cross",believe
6,,faithful,e219,"Matthew,Mark",1,"very: know,knowledge: cross",faithfulness
6,,faithfulness,e219,"Matthew,Mark",1,"very: know,knowledge: cross",faithful
51,,fall,e218,"Matthew,Mark",1,very: descend,
9,,false ,e17f,"Matthew,Mark",1,"no,not: true,truth: good: measure",lie:deceive:deception:false:lead_astray
17,,family,e176,"Matthew,Mark",1,"house: love,compassion",relative
42,,famine,e18d,"Matthew,Mark",1,"no,not: grain,wheat",
18,,far ,e197,"Matthew,Mark",1,"no,not: near",
12,,farmer,e133,"Matthew,Mark",1,"person: sow,to_plant: hand: seed: grain,wheat: small,few",sower
5,,fast_no_eat,e18e,"Matthew,Mark",1,"no,not: eat,food,meal: mouth,said,speak: thing",
22,,fast_speed,e21a,"Matthew,Mark",1,"very: to,forward",
12,,fat,ea86,"Matthew,Mark",1,big: flesh: soft: person,
